Date,nps,ComoMejorar
11/02/2023 22:06,8,el servicio de cambio de vuelo en línea no debería tener costo
11/02/2023 19:33,0,siemprr cobran mas de lo que dicen
11/02/2023 18:51,7,cargos por cambio
11/02/2023 18:27,8,Es sencillo
11/02/2023 18:05,2,"¿como es posible que te cobren por seleccionar el asiento?es un robo!"
11/02/2023 17:14,5,"No pongan sorpresas, ni cargos por servicios que no solicita el cliente"
11/02/2023 17:03,8,exelente
11/02/2023 15:46,5,En las tarifas de cambio
11/02/2023 06:11,0,son unos mentirosos y unos tramposos
11/02/2023 03:39,3,"I already got place, but it was despaired. That's why needed to buy it by my own"
11/02/2023 01:50,0,"ES UN COSTO EXAGERADO POR CORREGIR SOLO UNA LETRA, O QUE HAGAN COMPRAR OTRO VUELO ESTOY INCONFORME ES UN ERROR QUE A CUALQUIERA PUEDE PASAR Y NO POSIBLE  QUIERAN COBRAR POR TODO, NO RECOMIENDO LA AEROLINEA"
11/02/2023 01:14,5,Cargos excevisos
11/02/2023 00:36,0,Aumentan el precio
11/02/2023 00:00,8,english translastion
10/02/2023 23:59,0,son unos buenos para nada
10/02/2023 23:38,0,en todo
10/02/2023 22:37,7,EN LINEA SE TARDARON UNA HORA INTENTANDO CAMBIAR Y NO LOGRABAN POR QUE ELLOS MISMOS HACIAN ERRORES EN FECHAS E IDAS Y REGRESOS. PUDE MUY FACIL POR AQUI
10/02/2023 22:14,6,"estuvo fallando la página, tuve que entrar varias veces para hacer el cambio"
10/02/2023 21:23,1,me cambiaron las fechas de los vuelos eso me parece una falta de respeto
10/02/2023 17:32,8,ENTREGANDO EN TIEMPO LAS OPCIONES
10/02/2023 17:31,3,No excediendose en los precios
10/02/2023 15:43,8,EVITAR EL COBRO DE LA MALETA
10/02/2023 15:05,8,LOS PRECIOS DE SUS SERVICIOS ADICIONALES SON MUY CAROS
10/02/2023 14:56,8,NA
10/02/2023 06:57,0,La página se traba mucho y me cambio la fecha de mi boleto
10/02/2023 02:09,8,La aplicación en celular de repente falla mucho.
09/02/2023 22:56,5,"No deberian de cambiar los vuelos y avisar que se cambio el vuelo asi nomas,"
09/02/2023 22:20,8,SIEMPRE CAMBIAN LOS VUELOS ESPERO NO SE RETRASE
09/02/2023 22:15,0,"NO SON CLAROS A LA HORA DEL DESGLOSE DE CARGOS, EN TODO EL PROCESO ME APARECIA 0 PESOS EL CAMBIO Y EN LA PANTALLA DE PAGO ME APARECIO 700 PESOS, NUNCA ME ESPECIFICARON DE QUE ERAN ESOS 700 PESOS Y TAMPOCO ESTABA DESCRITO EN EL DESGLOSE DEL COBRO, PESIMO SERVICIO  DE LA PAGINA Y TAMBIEN DE LOS AGENTES TELEFONICOS"
09/02/2023 20:23,0,TIENE UN PESIMO SERVICIO AL CLIENTE
09/02/2023 19:35,7,mas flexiibilidad en cambios de itinerarios ya que la pagina no deja realizar muchas opciones y se selecionan rubros en automatico
09/02/2023 19:11,0,"Cobran por todo, cuando se supone que la tarifa de cancelación está incluida en el combo light."
09/02/2023 19:02,1,EL ASIENTO FUE PAGADO EN EL VUELO ANTERIOR MISMO QUE NO SE VA A USAR Y SE TUVO QUE VOLVER A COMPRAR NUEVAMENTE EN ESTE
09/02/2023 17:37,8,"MUCHOS PASOS EN SU PORTAL,"
09/02/2023 15:19,7,todo bien
09/02/2023 14:34,0,Via telefonica no pueden hacer el movimiento del cambio y en linea hacen cargos que no corresponden a los que publican y gestionan pagos que no se han seleccionados
09/02/2023 14:28,0,Tuve que hacer un cambio de vuelo y pagar extra porque la aplicación cambió mi fecha cuando se refrescó la página
09/02/2023 13:15,3,Al momento de solicitar cambio de fecha en mi vuelo VN7CUPV de febrero para agosto refleja un monto exagerado a pagar siendo que el precio del vuelo en la nueva fecha seleccionada es mucho más bajo que el precio del vuelo ya pagado. Ya pagué la cantidad que aparece reembolsarán el saldo a favor? Gracias de antemano. Saludos! Hugo
09/02/2023 06:00,0,Me están cobrando un cargo extra por equipaje que nunca solicité y no puedo quitar.
09/02/2023 05:16,0,"me hicieron comprar A FUERZAS MAS EQUIPAJE, que no necesitaba, pero era la unica manera de hacer el cambio de dia en mi vuelo, hable a call center y que no pueden ayudar a nada  de web, tambien pedi ayuda por whatsapp  y nada, a servicio al cliente, tampoco, y les dije no quiero comprar equipaje extra, y nunca me ayudaron, FATAL SERVICIO !!!!! tuve que agregarlo para hacer el cambio"
09/02/2023 03:07,4,"no me dejo avanzar sin seleccionar asiento, a fuerza debi elegir uno para cambiar mi vuelo y por supuesto me hicieron cargo extra por eso"
09/02/2023 02:47,8,"Los errores en la página al querer cambiar algo del itinerario, por ejemplo el *algo salió mal*"
09/02/2023 01:59,7,","
09/02/2023 01:43,1,"Me están obligando a pagar una Bag no se qué de 15 kg, en equipaje sin opción de descartarla. Pésimo."
09/02/2023 01:23,7,mayor claridad
09/02/2023 00:17,8,Mejorando los errores frecuentes de la pagina
08/02/2023 23:33,7,precios
08/02/2023 23:27,8,MAS INFORMACION PERSONALIZADA
08/02/2023 23:09,4,YA NO ME COBREN DIFERENCIAS
08/02/2023 22:55,1,Permitiendo hacer pago con tarjetas propias.
08/02/2023 22:37,1,NO ES FACIL ENCONTRAR TU RESERVA
08/02/2023 22:15,0,PRECIOS ENGAÑOSOS
08/02/2023 22:11,5,"Mejoraria mucho en no estar cambiando los vuelos , horarios ,uno hace las recervaciones de vuelos y planea con justo tiempo para que te avisen que se cambio de horario o bien se cancelo el vuelo , es en lo que deverian de poner mas atencion , muchas gracias"
08/02/2023 21:33,2,me hizo cargos que yo no realize(equipaje documentado)
08/02/2023 21:09,0,MUY CARO
08/02/2023 19:26,0,"Me sacò varias veces, marcaba error, tuve que ingresar los datos 3 veces, pagar por cada asiento por separado pues no lo incluìa, etc..."
08/02/2023 18:27,4,"MUY COMPLICADO, NO ESPECIFICA NI DEFINE BIEN LOS TÉRMINOS DE LA RESERVACIÓN Y CAMBIA"
08/02/2023 17:00,8,"Dejar claro que si haces algún cambio de itinerario va a tener costo extra porque había entendido que ya estaba cubierto desde la compra, ya que supuse que por eso pagué más."
08/02/2023 16:52,7,"Cuando uno reserva dice que puede uno cambiar el vuelo 3 veces de forma gratuita, pero hay un asterisco que dice que pueden aplicar tarifas. Lo cierto es que prácticamente nunca es gratuito y esto parece un engaño."
08/02/2023 15:15,0,"no tuve forma de contactar con vosotros para anular el vuelo (sin coste adicional dentro de las primeras 24h como dice la normativa internacional) y he tenido que abonar 905 pesos mexicanos por hacer un cambio en el nombre de una persona. No volveré a utilizar esta compañia ni sus servicios"
08/02/2023 13:58,3,Es muy tardado
08/02/2023 05:37,3,muy poco explicado.
08/02/2023 04:15,8,"Me fuerza a elegir asientos cuando no lo necesito, de lo demás es muy fácil y rápido."
08/02/2023 04:10,8,INFORMAR TODOS LOS COSTES DESDE UN INICIO
08/02/2023 03:53,1,Te obligan a pagar el asiento lo cual se me hace de tener muy poca mad...
08/02/2023 03:45,8,Los costos para cambiar vuelos son muy altos
08/02/2023 03:16,0,SER CLAROS Y HONESTOS. PAGAR ASIENTO PARA PODER HACER WEB CHECK-IN NO BENEFICIA A NADIE.
08/02/2023 02:03,8,"agilizando la forma de pagar, se declina varias veces antges de aceptarlo"
08/02/2023 01:42,8,No me dejo pagar con mi tarjeta de credito
08/02/2023 01:16,5,Revisen que no vualva a cargar el TUA cuando se hace cambio
08/02/2023 00:32,0,"en la parte de cambiar vuelos, no permite continuar con la misma opcion de equipaje que el vuelo original"
08/02/2023 00:27,0,no cobren
07/02/2023 23:58,0,no se
07/02/2023 23:26,7,no cobrando por cada sencilla cosa del proceso e incluir el precio total desde el inicio porque los precios son MUY confusos y engañosos
07/02/2023 23:10,8,mas rapido
07/02/2023 22:29,0,"LA PÁGINA Y LA APP SON UNA BASURA, EN EL MOMENTO QUE HICE LA RESERVACIÓN NOTE MI ERROR Y NO HUBO MANERA DE CAMBIARLO. Y PARA QUE EN SU ATENCIÓN A CLIENTES ME DIJERAN CONO HACERLO FUE UN LOGRO. REPORTO A MANUEL BRIONES POR SU FALTA DE PROFESIONALISMO, NO SABÍA NI LO QUE ESTABA HACIENDO AL IGUAL QUE SU SUPERVISOR ÁNGEL AMADOR QUE LA NETA QUE MAL SERVICIO."
07/02/2023 21:58,0,"Hacer mas sencillo el proceso, no pude pagar con mi tarjeta de crédito, no me dio la opción"
07/02/2023 21:06,0,Horrible
07/02/2023 20:45,8,Todo OK
07/02/2023 19:19,8,BIEN
07/02/2023 18:57,0,no obligando a los pasajeron pagando asientos
07/02/2023 18:21,6,Dejen de cobrar los asientos cuando el precio YA VIENE para el cambio de boleto
07/02/2023 17:03,0,Me estan cobrando por un vuelo que ustedes me cambiaron.
07/02/2023 16:38,1,NO ME GUSTA QUE COBREN POR UN ASIENTO Y MENOS NO PODER CAMBIAR MI VUELO SIN COSTO ALGUNO.
07/02/2023 14:43,8,"LA ATENCIÓN VIA TELEFONICA.ES MUY ESCUETA Y NO HAY SOLUCIÓN INMEDIATA"
07/02/2023 07:33,5,Mala experiencia en el cambio de vuelo y peor en el servicio telefónico
07/02/2023 06:00,5,"No estaba muy segura la fecha y compré la equivocada, por alguna razón se me aplazó un mes la compra"
07/02/2023 03:02,8,EN LAS FORMAS DE PAGO. SUS PROCESOS
07/02/2023 02:59,0,"No es posible que me obliguen a pagar un asiento para poder hacer un cambio,. ]Me quejare en la Profeco es publicidad engañosa pues mi tarifa dice cero costo por cambios de vuelo a menos que el apsaje sea mayor lo que no era el caso., Y en la linea telefonica pretendieron cobrarme mil pesos  por derecho d e cambio segun el operador. son unos estafadores."
07/02/2023 01:36,5,La app en mobile no acepta letras en el codigo postal  y muchos paises usan letras y numeros
07/02/2023 01:27,6,Pesimo servicio
07/02/2023 01:24,1,carísima la eleccion de asientos
07/02/2023 01:19,8,Mejorando un poco los precios de equipaje
07/02/2023 00:51,1,EN DEFINITIVA NO PUEDE HABER TANTOS ERRORES Y SER TAN CARO EL COSTO POR CALL CENTER.
07/02/2023 00:42,4,"No cambiar el precio del boleto al final, comienza barato y despues le van poniendo mas, poner el precio de una vez con todos las cargos incluidos"
06/02/2023 23:05,8,AL HACER UN CAMBIO TE OBLIGAN A COMPRAR ASIENTO Y ESO ESTA MAL
06/02/2023 21:11,2,"no cobrar dos veces los servicios que ya se pagaron anteriormente, como me acaban de cobrar las TUA, que ya había pagado con anterioridad"
06/02/2023 20:54,2,"Seria de gran ayuda, mostrar los errores por los cuales el sistema no te permite avanzar para hacer los cambios a la reservacion, ya que uno inteneta sin saber la razon o el error que esta uno cometiendo"
06/02/2023 20:52,0,es un robo sus cambios
06/02/2023 20:38,7,"Cuando es una reservación para varias personas, dejar la posibilidad de partir la reservación para poder hacer cambios para una sola persona de la reservación"
06/02/2023 19:14,0,"Me cambiaron mi vuelo a un horario al cual no puedo llegar, quise cambiar mi vuelo y me estan cobrando mas por un error de su parte."
06/02/2023 18:41,8,"Experimente una inconsistencia en los datos del pago dentro de la pagina. sucedió varias veces.: la diferencia en la tarifa ponia $0.00 y el total a pagar otra cantidad / diferenteDespues de varios intentos los datos fueron compatibleMe llevo mucho tiempo hacer el cambio."
06/02/2023 17:53,7,DEBRIAN DE DAR LOS ASIENTOS SIN COBRO
06/02/2023 17:38,5,PORQUE ESTAMOS OBLIGADOS A PAGAR POR UN ASIENTO Y EL SISTEMA ELECTRÓNICO NO PERMITE EL CAMBIO. LA AYUDA TELEFÓNICA DICE.... ES SI O SI POR EL CAMBIO DE DÍA.
06/02/2023 17:37,8,simplificando cargos adicionales
06/02/2023 16:08,6,Reducir los pasos para comprar un boleto.
06/02/2023 15:50,0,NO CAMBIANDO LOS VUELOS RESERVADOS. ES UN ROBO LO QUE HACEN.
06/02/2023 05:38,8,MEJOR VISIBILIDAD
06/02/2023 05:16,8,rapido
06/02/2023 05:06,8,decir porque mi cambio era de 2640 y luego sibio a 2970 son ninguna explicacion.
06/02/2023 03:52,2,me salia una cantidad en total y otra en pagar
06/02/2023 01:04,5,Muy complicada
05/02/2023 23:32,4,expliquen lo de la TUA
05/02/2023 23:16,0,"Mejorar la estabilidad de la pagina al realizar cambios en el itinerario y mejorar la opciones de la pagina, ya que muestra muchos errores y genera desconfianza al realiuzar algun cargo ya que puede que lo cobre pero no me arroje el resultado que busco ya sea para comprar o modificar."
05/02/2023 22:31,8,si con mayor informacion sobre los cargos por cambio de vuelo.
05/02/2023 22:25,0,Hay cargos ocultos te cobra mas de lo que esta desplegado tuve que cambiar el vuelo por necesidad pero no se bien ni lo que pague
05/02/2023 19:01,1,"al añadir una maleta extra me dijeron que pagaria solo 545  y a la hora de pagar fueron 100 mas, solo porque ya compre mi vuelo, de otra manera lo cancelaba, odio que roben"
05/02/2023 18:52,0,Sean menos codos.  Es todo.
05/02/2023 15:35,8,siempre se puede
05/02/2023 03:46,0,Estamos tan enojados que nop hay palabras que puedan describir el mal servicio
05/02/2023 01:58,0,Siendo claros con sus tarifas y no aumentado arbitrariamente el precio del equipaje. Inicialmente me ofreciò maleta de 20 kg en 750 aprox y cuando la agregué pum 830 aprox
05/02/2023 00:31,1,"NO DEBERIAN COBRAR ASIENTOS, NO DEBERIAN VENDER COMIDA, NO DEBERIAN VENDER DERECHO DE EQUIPAJE. COMO ANTES . TODO INCLUIDO."
04/02/2023 23:47,2,Me cobró 510 pesos a pesar de que no agregué maleta
04/02/2023 22:53,2,"cambie el vuelo y ahora resulta que pierdo mis lugares, entonces ahora debo volver a pagar asiento? pero bueno, con tal de no tener que estar a la deriva con ustes. pesimo servicio la verdad, fui a la tienda fisica, y la perra vieja me hizo una cara horrieble desde que entre, y me dice es en la pagina o te cobro 2000 por persona, neta que asco pero nimodo, aqui seguimos como perras con ustedes"
04/02/2023 21:16,4,NO COBRANDO POR LOS ERRORES
04/02/2023 20:54,7,tener equipaje mas barato para las personas mayores de edad
04/02/2023 20:49,6,"CAMBIARON LA FECHA DE MI RESERVACION. LA HICE PARA EL 18 DE FEBRERO Y AL INGRESAR CON EL NUMERO DE RESERVACION APARECIÓ CON FECHA 17 DE FEBRERO.POR LOS CAMBIOS TUVE QUE PAGAR UN COSTO ADICIONAL.NO ESTOY DE ACUERDO"
04/02/2023 19:47,8,no cobrando cuando hay cambios de vuelos
04/02/2023 19:34,6,"ES FACIL pero cuando tenía saldo a favor no me dejaba hacer cal cambio, tuve que meter mas gastos para poder hacer el cambio."
04/02/2023 17:34,8,Permitiendo que en la aplicación no cambien los parámetros a la hora de cambiar alguno de ellos en la búsqueda de vuelos
04/02/2023 16:16,2,"LA PAGINA ESTA MUY BIEN PERO AL LLEGAR A PAGOS DESDE HACE  3 MESES EVENTUALMENTE ME DECLINA LAS TARJETAS SIN JUSTIFICACION Y AL INCIAR LA RESERVA  COMO INVITADO SI LAS ACEPTA TIENE ALGUN PROBLEMA LA PLATAFORMA PERO ES MUY MOLESTO PIERDE UNO MUCHO TI EMPO"
04/02/2023 16:15,0,generan cargos
04/02/2023 15:32,1,"Dejar agregar 5,10 15kg  a tu equipaje documentado del ""paquete EXTRA"" pagando SOLAMENTE el peso extra y no toda la maleta + el extra"
04/02/2023 14:32,5,Dando la información de costo total real. No separando el TUA y generando confusión
04/02/2023 11:12,0,No puedo hacer check in
04/02/2023 04:28,2,...
04/02/2023 04:17,8,"se vuelev a cobrar TUA, deberian de contemplar eso"
04/02/2023 01:14,3,mala selección de asiento
03/02/2023 22:18,0,"Asignan los asientos juntos si el cliente compra dos o más boletos.No jueguen en eso."
03/02/2023 20:58,8,ser mas claros en la forma de pagar el TUA
03/02/2023 20:54,8,Reduciendo contaminacion visual o marcando con mas claridad lo q es anuncio y lo q no
03/02/2023 18:37,2,"insoportable que te quieran vender hotel, coches , seguro etc"
03/02/2023 18:32,0,PUBLICIDAD ENGAÑOSA
03/02/2023 17:59,4,ACEPTAR LA FORMA DE PAGO AMERICAN EXPRESS
03/02/2023 15:47,7,"PAGANDO USTEDES EL TUA... USTEDES SON LOS DUEÑOS DE LOS AVIONES Y PRINCIPALES USUAROS DE LOS AERPUERTOS, Y ES UN COSTO QUE USTEDES TIENEN QUE ABSORVER"
03/02/2023 15:03,0,"son unos rateros, como es posible que cobren los mismo que el vuelo por hacer un cambio de nombre, sale igual comprar otro boleto, es verdaderamente una estafa"
03/02/2023 06:36,8,Sólo quería seleccionar mis asientos y fueron varias páginas de extras que tuve que pasar para poder hacer el pago
03/02/2023 04:54,8,buscar que los links para acceder sean mas visibles por ejemplo ver especificaciones del equipaje
03/02/2023 03:59,2,Los precios de equipaje.
03/02/2023 02:16,5,confuso lo de los asientos y tua
03/02/2023 01:58,8,FORMAS DE PAGO
03/02/2023 01:29,8,Pudiendo hacer más de un cambio en la misma sesión
03/02/2023 01:23,0,Chingen su madre cabrones fue la última vez que voy a volar con la mierda de ustedes
02/02/2023 22:42,0,tu website vale ver !!
02/02/2023 21:16,0,Arreglen su sistema en tierra
02/02/2023 20:46,3,No respetan lo del cambio de vuelo y terminas pagando.
02/02/2023 20:42,8,Precios....Saludos
02/02/2023 20:36,6,LOS EXTRAS SON CAROS
02/02/2023 19:00,8,Por teléfono me estaban cobrando $200 más por el cambio de pasajero
02/02/2023 17:24,8,"es la tercera vez que lo intento, fue sencillo pero tenia bastante nervios por posiblemente perder los vuelos"
02/02/2023 17:03,6,PRECIO
02/02/2023 16:05,0,EN QUE LA PAGINA NO BLOQUEE EL PAGO
02/02/2023 06:50,0,que no cobren la asignacion de asientos
02/02/2023 05:50,8,Opción para cambiar ruta no está disponible o visible
02/02/2023 03:15,7,sin comentarios
02/02/2023 01:44,1,No hay cancelación gratuita antes de una reserva equivocada.
02/02/2023 01:23,2,No puedo agregar docuemtacion de maletas
02/02/2023 01:09,0,NO TENGO PORQUE PONER LA CLAVE DE RESERVACIÓN SI ENTRO CON MI USUARIO
02/02/2023 01:07,0,desglosar los cargos que se realzan al pagar... te aparece el caambio de vuelo en 25 pesos y al final te cobran 270 y no te marca el desglose
02/02/2023 00:26,7,BATALLE PARA ENCONTRAR DONDE HACER EL PAGO DE tua
02/02/2023 00:24,7,"El cambio si se hace por telefono cobran un CHCHCH y se hace en la computadora es menos que creen que piensa lan gente o cosumidores , y si en otron caso no cuentan con computadorab imaginense"
